bill_id,category_ids,category_labels,reason
hr2694-114,,,"The bill addresses automatic voter registration through state motor vehicle authorities and does not involve private employer wage, hour, or benefit obligations."
hr1827-116,,,"The bill terminates taxpayer financing for presidential election campaigns and redirects funds to pediatric research and education programs, involving no private employer wage, hour, or benefit obligations."
hr4012-112,,,"The bill establishes a USDA promotion program for community-supported agriculture and does not regulate private employer wage, hour, or benefit obligations."
s1480-114,,,"The bill focuses on lobbying disclosure and campaign finance regulations, which do not involve private employer wage, hour, or benefit obligations."
hr957-112,,,"The bill provides a personal income tax credit for individual teachers rather than regulating private employer wage, hour, or benefit obligations or addressing corporate misconduct."
s583-115,,,"The bill authorizes federal grant funds for law enforcement agencies to hire veterans, which involves public-sector employment and government funding rather than regulating private employer wage, hour, or benefit obligations."
s1685-113,,,"The bill focuses on health information technology incentives, provider eligibility for Medicare/Medicaid, and liability protections for EHR-related adverse events, rather than regulating private employer wage, hour, or employee benefit plan obligations."
hr3939-115,,,"The bill modifies federal crop insurance and disaster assistance provisions for farmers regarding native sod, which does not involve private employer wage, hour, or employee benefit obligations."
s943-114,,,"The bill focuses on taxpayer rights and the conduct of IRS employees, which are government agents, rather than regulating private employer obligations regarding wages, hours, or benefits."
s2478-114,,,"The bill concerns the purchase of U.S. savings bonds by individual taxpayers using tax refunds, which is a consumer financial product issue and does not involve private employer wage, hour, or benefit obligations."
hr5082-115,,,"The bill amends the Fair Debt Collection Practices Act to exclude attorneys from the definition of debt collectors, which relates to consumer finance and legal practice regulations rather than private employer wage, hour, or benefit obligations."
hr5326-114,,,"The bill appropriates funds for the Federal Energy Regulatory Commission's Office of Public Participation, which involves government agency operations and consumer advocacy in the energy sector, not private employer wage, hour, or benefit obligations."
hr1606-113,,,"The bill amends the Federal Crop Insurance Act to provide supplemental coverage options for agricultural producers, which relates to federal insurance programs rather than private employer wage, hour, or benefit obligations."
hr4606-114,,,"The bill focuses on criminal justice reporting requirements regarding the Sixth Amendment right to counsel and does not address private employer wage, hour, or benefit obligations."
hr3870-116,,,"The bill designates a USPS facility name, which involves a government entity and does not regulate private employer wage, hour, or benefit obligations."
hr2853-115,,,"The bill provides tax credits and bond financing for agricultural biogas and manure recovery systems, which relates to environmental conservation and energy policy rather than private employer wage, hour, or benefit obligations."
s1531-114,1.0,Wage Hour & Benefits,"The bill amends the Internal Revenue Code regarding Health Savings Accounts (HSAs) and modifies requirements for employer-sponsored health insurance coverage, which directly relates to employer obligations under ERISA and tax incentives for providing employee welfare benefits."
s44-113,,,"The bill focuses on medical malpractice liability reform and tort damages caps for healthcare providers, which does not involve private employer wage, hour, or benefit obligations such as minimum wage, overtime, or ERISA/FMLA compliance."
hr5462-112,,,"The bill addresses tariff adjustments for a specific chemical import and does not involve private employer wage, hour, or benefit obligations."
hr2820-115,,,"The bill focuses on establishing a State Department office to combat illicit Russian financial activities and corruption in Europe, which involves foreign policy and international affairs rather than private employer wage, hour, or benefit obligations."
hr2389-113,,,"The bill mandates an audit of the IRS and places a hold on Affordable Care Act expenditures, which involves government administration and tax policy rather than regulating private employer wage, hour, or benefit obligations."
hr4074-114,,,"The bill focuses on immigration data collection and refugee admission procedures by the Department of Homeland Security, involving no private employer wage, hour, or benefit obligations."
s1140-115,,,"The bill addresses legislative procedures and the Congressional Review Act regarding agency rulemaking, rather than imposing direct wage, hour, or benefit obligations on private employers."
hr5809-115,,,"The bill adjusts Medicare payment rates for non-opioid analgesics, which is a healthcare reimbursement policy matter and does not regulate private employer wage, hour, or benefit obligations."
hr1494-114,1.0,Wage Hour & Benefits,"The bill amends tax code provisions regarding retirement plan distributions, which directly relates to the management and taxation of employee pension and retirement benefits covered under ERISA."
s2066-113,,,"The bill targets misconduct by IRS employees, which are government agents, and does not regulate private employer wage, hour, or benefit obligations."
hr3739-115,,,"The bill addresses compensation and allowances for former U.S. Presidents and their spouses, which are government-administered benefits rather than private employer wage, hour, or benefit obligations."
hr1248-113,1.0,Wage Hour & Benefits,"The bill modifies employer-sponsored group health benefit plans (specifically Health Flexible Spending Arrangements) under ERISA by repealing contribution limits and expanding eligible expenses, directly affecting private employer benefit obligations."
hr3923-114,,,"The bill directs the Department of Energy to develop energy security valuation methods and does not address private employer wage, hour, or benefit obligations."
s2439-113,,,"The bill focuses on the appointment and oversight powers of the NSA Inspector General regarding government operations and national security, involving no private employer wage, hour, or benefit obligations."
hr5232-115,,,"The bill restricts travel expenses for Members of Congress and legislative branch employees, which are government entities, and does not address private employer wage, hour, or benefit obligations."
s379-113,,,"The bill rescinds unobligated discretionary appropriations across federal agencies and does not regulate private employer wage, hour, or benefit obligations."
hr502-113,,,"The bill focuses on immigration enforcement and employment eligibility verification rather than regulating private employer obligations regarding wages, overtime, benefits, or leave protections."
hr6790-115,,,"The bill addresses tax treatment for the sale of precious metals and does not involve private employer wage, hour, or benefit obligations."
hr1410-114,,,"The bill focuses on improving data quality for federal procurement contracts and SBA loan programs, which involves government oversight and public contracting rather than private employer wage, hour, or benefit obligations."
hr1003-113,,,"The bill focuses on regulatory cost-benefit analysis procedures for the Commodity Futures Trading Commission regarding financial markets, which does not involve private employer wage, hour, or benefit obligations."
s1787-114,,,"The bill establishes a grant program for public schools to provide community services, which does not regulate private employer wage, hour, or benefit obligations."
hr1704-113,,,"The bill provides a general tax deduction for business start-up expenditures and does not regulate private employer obligations regarding wages, hours, or employee benefits."
hr5364-113,,,"The bill focuses on extending and improving the government-administered Children's Health Insurance Program (CHIP) and Medicaid, which are public sector programs, rather than regulating private employer obligations regarding wages, hours, or employer-sponsored benefits."
hr2586-114,,,"The bill focuses on coordinating federal export promotion activities and trade missions, which does not involve private employer wage, hour, or benefit obligations."
s3050-111,,,"The bill concerns the transfer of federally owned land to a county government and does not involve private employer wage, hour, or benefit obligations."
hr1833-115,,,"The bill focuses on providing grants to community development financial institutions to support small business lending and does not regulate private employer wage, hour, or benefit obligations."
hr1288-114,,,"The bill addresses eligibility criteria for government-administered veterans' benefits and burial rights for WWII merchant mariners, rather than regulating private employer wage, hour, or benefit obligations."
hr2044-114,,,"The bill mandates that the Federal Government procure goods and services from the private sector rather than producing them internally, which concerns government procurement policy and public-private competition rather than regulating private employer wage, hour, or benefit obligations."
s1677-115,,,"The bill focuses on federal funding for substance use disorder treatment services in rural areas and does not regulate private employer wage, hour, or benefit obligations."
hr3062-115,,,"The bill addresses the operational status of a federal agency office during a government shutdown and does not involve private employer wage, hour, or benefit obligations."
hr2882-113,,,"The bill focuses on government contracting preferences and database administration for veteran-owned small businesses, rather than regulating private employer wage, hour, or benefit obligations."
hr3368-112,,,"The bill concerns the suspension of a Department of Defense military training institute and related human rights investigations, involving no private employer wage, hour, or benefit obligations."
hr5907-111,,,"The bill focuses on funding grants for public safety communications technology and does not regulate private employer wage, hour, or benefit obligations."
hjres26-112,,,"The bill proposes a constitutional amendment regarding Congressional succession and alternate members, which pertains to legislative operations and government structure rather than private employer wage, hour, or benefit obligations."
hr5622-112,,,"The bill addresses tariff suspensions for a specific chemical product and does not involve private employer wage, hour, or benefit obligations."
hr3807-114,,,"The bill addresses the federal debt limit and government borrowing authority, which are matters of public finance and do not involve private employer wage, hour, or benefit obligations."
hr5682-114,,,"The bill focuses on preventing sex discrimination and harassment in educational institutions under Title IX, which does not involve private employer wage, hour, or benefit obligations such as minimum wage, overtime, or pension plan management."
hr696-114,,,"The bill adjusts Medicare payment calculations for pharmaceutical manufacturers and wholesalers, which does not involve private employer obligations regarding wages, hours, or employee benefit plans under FLSA, ERISA, or FMLA."
hr2869-114,,,"The bill exclusively addresses health benefits for local government employees and retirees, which are public-sector entities excluded from the scope of private employer misconduct categories."
hr4584-113,,,"The bill establishes a consumer tax credit for purchasing electric vehicles and allows assignment to sellers, but it does not regulate private employer wage, hour, or employee benefit obligations."
s2955-111,1.0,Wage Hour & Benefits,"The bill provides a temporary payroll increase tax credit for employers, which is a tax incentive directly related to employer wage obligations and compensation practices."
s1680-115,,,"The bill focuses on reducing food waste, standardizing food labeling, and expanding liability protections for food donations, which does not involve private employer wage, hour, or benefit obligations."
hr5759-112,,,"The bill suspends import duties on Allantoin, which is a trade policy measure unrelated to private employer wage, hour, or benefit obligations."
hr1014-115,,,"The bill grants temporary protected status to Haitian nationals under immigration law and does not regulate private employer wage, hour, or benefit obligations."
hr1838-113,,,"The bill adjusts Medicaid reimbursement rates for physicians, which is a matter of government healthcare payment policy rather than private employer wage, hour, or employee benefit obligations."
hr5422-113,,,"The bill focuses on procedural oversight of EEOC litigation regarding employment discrimination under Title VII, which does not involve private employer wage, hour, or benefit obligations such as those covered by the FLSA, WARN Act, ERISA, or FMLA."
s2586-114,,,"The bill focuses on public health reporting and environmental investigation of lead exposure in children, which does not involve private employer wage, hour, or benefit obligations."
hr4815-111,,,"The bill addresses property access agreements for general aviation airports and grant eligibility, containing no provisions related to private employer wage, hour, or benefit obligations."
s787-114,,,"The bill focuses on restructuring the National Technical Information Service and managing government scientific data repositories, involving no private employer wage, hour, or benefit obligations."
s2106-115,,,"The bill addresses automatic voter registration and election procedures, which are unrelated to private employer wage, hour, or benefit obligations."
hr6396-111,,,"The bill addresses immigration status procedures for military personnel and their spouses, involving no private employer wage, hour, or benefit obligations."
hr822-116,,,"The bill regulates firearm ownership and liability insurance requirements for individuals, which does not involve private employer wage, hour, or benefit obligations."
s103-114,,,"The bill addresses pay for military personnel and government contractors during a federal funding gap, which involves government entities and public-sector obligations rather than private employer wage, hour, or benefit misconduct."
s949-113,,,"The bill regulates mortgage lending disclosures and fee calculations under the Truth in Lending Act, which pertains to consumer financial protection rather than private employer wage, hour, or benefit obligations."
hr6503-114,,,"The bill focuses on public health services, grants for community support providers, and voluntary recognition of employer practices, rather than imposing mandatory wage, hour, or benefit obligations on private employers or addressing corporate misconduct under statutes like the FLSA, ERISA, or FMLA."
hr87-115,,,"The bill imposes across-the-board rescissions on federal discretionary spending for government agencies, which does not regulate private employer wage, hour, or benefit obligations."
hr1498-112,,,"The bill regulates mortgage servicers' response times to short sale requests under the Truth in Lending Act, which pertains to housing finance and consumer protection rather than private employer wage, hour, or benefit obligations."
hr253-114,,,"The bill provides tax incentives for small business start-up expenses and does not regulate private employer obligations regarding wages, hours, or employee benefits."
hr4012-115,,,"The bill focuses on national intelligence estimates regarding Iranian proxy forces and foreign policy strategy, containing no provisions related to private employer wage, hour, or benefit obligations."
s915-116,,,"The bill focuses on corporate governance and securities regulation by prohibiting stock buybacks and mandating employee representation on boards, rather than regulating private employer obligations regarding wages, overtime, or employee benefit plans."
hr2979-114,,,"The bill focuses on consumer financial protections for servicemembers under the Servicemembers Civil Relief Act, such as interest rate caps and eviction protections, rather than regulating private employer wage, hour, or benefit obligations."
hr2763-113,,,"The bill appropriates funds for the National Women's Rights History Project, which involves historic preservation and public education rather than regulating private employer wage, hour, or benefit obligations."
hr658-113,,,"The bill authorizes the award of the Congressional Medal of Honor to a military veteran, which pertains to armed forces recognition and does not involve private employer wage, hour, or benefit obligations."
hr5668-114,,,"The bill restricts federal agencies from using the social cost of carbon in regulatory analyses, which pertains to environmental policy and administrative law rather than private employer wage, hour, or benefit obligations."
hr2501-115,,,"The bill expands Medicaid coverage for infants with neonatal abstinence syndrome, which is a public health program administered by the government rather than a regulation of private employer wage, hour, or benefit obligations."
hr4502-112,,,"The bill addresses tariff reductions on imported men's footwear and does not regulate private employer wage, hour, or benefit obligations."
s265-113,,,"The bill authorizes grants for community-based mental health infrastructure and does not regulate private employer wage, hour, or benefit obligations."
s2618-115,,,"The bill addresses school discipline policies and law enforcement reporting requirements under the Elementary and Secondary Education Act, which does not involve private employer wage, hour, or benefit obligations."
s3219-114,,,"The bill regulates physical housing conditions and management standards for entities receiving federal housing assistance, which does not involve private employer wage, hour, or employee benefit obligations such as those covered by FLSA, ERISA, or FMLA."
hr4846-115,,,"The bill applies exclusively to public safety officers employed by states or their political subdivisions, which are government entities excluded from the scope of non-governmental employer misconduct."
hr6104-115,,,"The bill concerns the sale of USDA distressed notes for infrastructure and deficit reduction, involving no private employer wage, hour, or benefit obligations."
hr727-115,,,"The bill addresses federal funding for the Corporation for Public Broadcasting and does not regulate private employer wage, hour, or benefit obligations."
s168-114,,,"The bill establishes general procedural requirements for federal agency rulemaking and cost-benefit analysis, rather than directly regulating private employer wage, hour, or benefit obligations."
hr2567-113,,,"The bill regulates consumer product safety standards for handguns to prevent child access, which does not involve private employer wage, hour, or benefit obligations."
hjres72-112,,,"The bill proposes a constitutional amendment to regulate campaign contributions and election financing, which is unrelated to private employer wage, hour, or benefit obligations."
hr5330-113,,,"The bill focuses on tax credits for municipal bond issuers to stimulate local economic development and does not regulate private employer wage, hour, or benefit obligations."
s563-114,,,"The bill addresses staffing and volunteer recruitment within the Department of Veterans Affairs, a federal government agency, and does not regulate private employer wage, hour, or benefit obligations."
hr74-114,,,"The bill authorizes grants for recording custodial interrogations by law enforcement, which is unrelated to private employer wage, hour, or benefit obligations."
s2660-115,,,"The bill mandates the relocation of federal government agencies, which involves public-sector entities rather than private employers, and does not regulate private employer wage, hour, or benefit obligations."
hr272-114,,,"The bill addresses healthcare enrollment priorities and copayment waivers for Medal of Honor recipients within the Department of Veterans Affairs, which is a government-administered benefit program and does not involve private employer wage, hour, or benefit obligations."
s2490-114,,,"The bill reorganizes the federal judicial circuit structure and does not address private employer wage, hour, or benefit obligations."
hr4174-116,,,"The bill focuses on state guardianship oversight and data collection for vulnerable adults, which does not involve private employer wage, hour, or benefit obligations."
s1550-114,,,"The bill focuses on improving program and project management standards within federal agencies and establishing career paths for government employees, which does not involve private employer wage, hour, or benefit obligations."
hr6059-111,,,"The bill addresses criminal sentencing and expungement procedures for drug offenses, which does not involve private employer wage, hour, or benefit obligations."
s641-114,1.0,Wage Hour & Benefits,"The bill extends a tax credit for private employers who pay differential wages to employees called to active military duty, directly incentivizing compliance with wage obligations related to military reservists."
hr5615-114,,,"The bill addresses firearm regulations and criminal law enforcement, containing no provisions related to private employer wage, hour, or benefit obligations."
hr2702-112,,,"The bill addresses federal criminal penalties related to interstate gambling and sports betting, which does not involve private employer wage, hour, or benefit obligations."
hr512-115,,,"The bill concerns access to records within the Department of Veterans Affairs, a government agency, and does not regulate private employer wage, hour, or benefit obligations."
hr3984-113,,,"The bill focuses on federal grants to states for early learning programs and child care infrastructure, rather than regulating private employer wage, hour, or benefit obligations."
hr4068-113,,,"The bill addresses arbitration and class action rights for servicemembers under the Servicemembers Civil Relief Act, which concerns military personnel protections rather than private employer wage, hour, or benefit obligations."
hr148-112,,,"The bill modifies eligibility criteria for the federal Social Security program based on citizenship status, rather than regulating private employer obligations regarding wage payment, overtime, or benefit plan administration."
hr2395-115,,,"The bill regulates fees charged by bail bond agents to defendants for monitoring devices, which is a consumer protection and criminal justice issue, not a private employer wage, hour, or employee benefit obligation."
s1834-113,,,"The bill addresses tax depreciation rules for business property on Indian reservations and does not regulate private employer wage, hour, or benefit obligations."
s426-112,,,"The bill focuses on education grants and youth development programs administered by the Department of Education, containing no provisions regulating private employer wage, hour, or benefit obligations."
s811-116,,,"The bill is a supplemental appropriations measure for border security and disaster relief, allocating funds to federal agencies rather than regulating private employer wage, hour, or benefit obligations."
hjres102-112,,,"The bill proposes a constitutional amendment to limit federal government spending and reduce the national debt, which does not regulate private employer wage, hour, or benefit obligations."
hr1671-113,,,"The bill designates a USPS facility name, which involves a government entity rather than private employer wage, hour, or benefit obligations."
hr5473-112,,,"The bill addresses tariff suspensions for specific industrial materials under the Harmonized Tariff Schedule, which is unrelated to private employer wage, hour, or benefit obligations."
hr1178-115,,,"The bill focuses on eliminating the diversity immigrant visa program under immigration law and does not address private employer wage, hour, or benefit obligations."
s1512-113,,,"The bill designates a USPS facility name in tribute to a military service member and does not regulate private employer wage, hour, or benefit obligations."
s1598-113,,,"The bill addresses the federal debt ceiling and government borrowing authority, which are matters of public finance and do not involve private employer wage, hour, or benefit obligations."
hr3177-114,,,"The bill addresses the simplification of the FAFSA application process for federal student aid eligibility and does not regulate private employer wage, hour, or benefit obligations."
s2459-113,,,"The bill regulates student loan counseling requirements for institutions of higher education and does not address private employer obligations regarding wages, hours, or employee benefits."
hr4217-115,,,"The bill addresses tax deductions for Members of Congress, which are government officials, and does not regulate private employer wage, hour, or benefit obligations."
s2229-112,,,"The bill authorizes right-of-way permits for natural gas pipelines in Glacier National Park, which is an energy and land use matter unrelated to private employer wage, hour, or benefit obligations."
s955-113,,,"The bill provides liability protections for volunteer health practitioners at community health centers and does not regulate private employer wage, hour, or benefit obligations."
hr5261-115,,,"The bill focuses on establishing regional centers for substance use disorder education and distributing curricula to health professional schools, which does not involve private employer wage, hour, or benefit obligations."
hr4643-111,,,"The bill establishes a federal public transportation safety program focused on accident prevention, drug and alcohol testing, and system inspections, rather than regulating private employer wage, hour, or benefit obligations."
hr1171-113,,,"The bill authorizes the transfer of federal surplus property to veterans service organizations and does not regulate private employer wage, hour, or benefit obligations."
s253-114,,,"The bill focuses on procedural reforms and transparency requirements for the Federal Communications Commission, a federal agency, and does not regulate private employer wage, hour, or benefit obligations."
hr2125-112,1.0,Wage Hour & Benefits,"The bill amends the Fair Labor Standards Act to regulate how private employers pay wages via electronic payroll cards, specifically prohibiting fees that could reduce take-home pay and ensuring employees have access to their earned wages, which directly addresses wage payment obligations."
s1773-114,,,"The bill regulates creditor reporting obligations to consumer reporting agencies regarding discharged debts, which does not involve private employer wage, hour, or benefit misconduct."
hr6422-111,,,"The bill addresses benefits administered by the Railroad Retirement Board, a federal agency, and does not regulate private employer wage, hour, or benefit obligations."
s1210-112,,,"The bill focuses on domestic procurement standards and Buy American requirements for federal transportation grants, which does not involve private employer wage, hour, or benefit obligations."
hr4001-114,,,"The bill makes technical corrections to the federal criminal code and does not address private employer wage, hour, or benefit obligations."
s4035-111,,,"The bill authorizes federal grants for community-based mental health infrastructure and does not regulate private employer wage, hour, or benefit obligations."
hr3544-112,,,"The bill addresses environmental compliance and liability for publicly owned treatment works under the Clean Water Act, which does not involve private employer wage, hour, or benefit obligations."
s2213-112,,,"The bill addresses concealed carry firearm reciprocity and does not involve private employer wage, hour, or benefit obligations."
s1928-114,,,"The bill establishes federal scholarships and loan forgiveness for educators working in Native American schools, which are government or public entities, and does not regulate private employer wage, hour, or benefit obligations."
hr6417-114,,,"The bill addresses the calculation of civil damages in tort and discrimination cases rather than regulating private employer obligations regarding wages, hours, or benefits under statutes like the FLSA, ERISA, or FMLA."
hr2460-113,,,"The bill establishes a grant program for small business incubators at ports and does not regulate private employer wage, hour, or benefit obligations."
s157-115,,,"The bill simplifies federal income tax filing for seniors by introducing a new tax form, which does not regulate private employer wage, hour, or benefit obligations or address corporate misconduct."
hr3286-116,,,"The bill addresses federal funding allocations for public transit infrastructure and does not regulate private employer wage, hour, or benefit obligations."
hr2301-115,,,"The bill addresses arbitration agreements between students and higher education institutions, which does not involve private employer wage, hour, or benefit obligations under FLSA, ERISA, or FMLA."
hr6-113,,,"The bill focuses on expediting the regulatory approval process for liquefied natural gas exports and does not address private employer obligations regarding wages, hours, or employee benefits."
s382-112,,,"The bill regulates land use and recreational permits on National Forest System lands under the USDA, involving no private employer wage, hour, or benefit obligations."
s3916-111,,,"The bill mandates studies by federal agencies on the safety and consumer impact of ethanol blends in gasoline, which relates to product safety and environmental policy rather than private employer wage, hour, or benefit obligations."
s3068-114,,,"The bill appropriates funds for federal agencies such as the Department of the Interior and EPA, and does not regulate private employer wage, hour, or benefit obligations."
hjres32-116,,,"The bill proposes a constitutional amendment regarding state authority to repeal federal regulations generally, rather than addressing specific private employer wage, hour, or benefit obligations."
hr3185-112,,,"The bill addresses environmental regulations regarding hazardous air pollutants from internal combustion engines and does not involve private employer wage, hour, or benefit obligations."
s2678-114,,,"The bill directs the NIH to conduct medical research on pain and opioid alternatives, which does not involve private employer wage, hour, or benefit obligations."
hr4961-114,,,"The bill addresses federal disaster assistance debt collection and notification requirements under the Stafford Act, involving government agencies (FEMA) rather than private employer wage, hour, or benefit obligations."
s3438-112,,,"The bill focuses on federal offshore oil and gas leasing programs and revenue distribution to coastal states, containing no provisions regulating private employer wage, hour, or benefit obligations."
hr1223-113,,,"The bill addresses mortgage refinancing protections for military personnel under the Servicemembers Civil Relief Act, which involves housing finance and military benefits rather than private employer wage, hour, or benefit obligations."
hr3421-115,,,"The bill focuses on transportation safety and the creation of a database for vehicle safety exemptions, which does not involve private employer wage, hour, or benefit obligations."
hr3642-113,,,"The bill establishes a commission to study broad economic insecurity and employment displacement rather than regulating specific private employer wage, hour, or benefit obligations or enforcing compliance with statutes like the FLSA, ERISA, or FMLA."
s286-113,,,"The bill focuses on enhancing civil penalties for securities law violations and fraud, which does not involve private employer obligations regarding wages, hours, or employee benefits."
hr4117-114,,,"The bill focuses on collecting statistics regarding public trust in law enforcement agencies, which involves government entities rather than private employer wage, hour, or benefit obligations."
s1567-114,,,"The bill addresses military discharge reviews for service members with mental health conditions, which involves government military personnel rather than private employer wage, hour, or benefit obligations."
s35-114,,,"The bill grants federal recognition to a Native American tribe and eligibility for government-administered services, which does not involve private employer wage, hour, or benefit obligations."
s1279-114,,,"The bill focuses on offshore energy leasing, revenue sharing, and environmental/military coordination, containing no provisions regulating private employer wage, hour, or benefit obligations."
hr3726-115,,,"The bill addresses Medicare self-referral sanctions under the Stark Rule, which concerns federal healthcare program compliance and medical ethics rather than private employer wage, hour, or employee benefit obligations."
hr15-113,,,"The bill primarily addresses border security, immigration enforcement, and the creation of a mandatory employment verification system (E-Verify) to prevent unauthorized work, rather than regulating private employer obligations regarding wages, overtime, benefits, or leave under statutes like the FLSA, ERISA, or FMLA."
hr3600-115,,,"The bill concerns census methodology and citizenship data collection, which does not involve private employer wage, hour, or benefit obligations."
hr2726-113,,,"The bill authorizes the Department of Veterans Affairs to contract for medical foster care for veterans, which involves government-administered benefits and public sector operations rather than private employer wage, hour, or benefit obligations."
s1314-113,,,"The bill mandates reporting requirements for the President's budget submission regarding federal spending and government employee compensation, which does not involve private employer wage, hour, or benefit obligations."
hr5561-114,,,"The bill awards a Congressional Gold Medal to a former Senator and does not regulate private employer wage, hour, or benefit obligations."
s2270-112,,,"The bill focuses on extending funding for rural energy programs, biobased product markets, and renewable energy assistance for agricultural producers and small businesses, containing no provisions related to private employer wage, hour, or benefit obligations."
s630-114,,,"The bill establishes a National Heritage Area and designates a local coordinating entity for management planning, which involves public lands and natural resources rather than private employer wage, hour, or benefit obligations."
s3481-112,,,"The bill regulates compensation and conduct of federal government employees, which are excluded from the scope of private employer wage and benefit misconduct."
hr4186-113,,,"The bill focuses on funding and policy for the National Science Foundation and STEM education initiatives, containing no provisions regulating private employer wage, hour, or benefit obligations."
hr1843-113,,,"The bill focuses on civil rights protections and criminal justice reforms for individuals with HIV/AIDS, rather than regulating private employer wage, hour, or benefit obligations."
hr6196-114,,,"The bill focuses on FEMA flood insurance requirements and community land use planning, which does not involve private employer wage, hour, or benefit obligations."
hr5721-113,,,"The bill amends the Defense Base Act to address death benefits for employees at military bases, which involves government-administered compensation and military-related hazards rather than private employer wage, hour, or benefit misconduct."
s3611-112,,,"The bill regulates federal government procurement practices regarding antidumping duties and does not impose wage, hour, or benefit obligations on private employers."
hr163-114,,,"The bill directs the Federal Reserve to collect and publish loan interest rate indices, which relates to financial market transparency and monetary policy rather than private employer wage, hour, or benefit obligations."
s1330-112,1.0,Wage Hour & Benefits,"The bill provides a tax credit to private employers for increasing payroll, which directly incentivizes wage-related conduct and falls within the scope of bills that introduce tax incentives encouraging or discouraging employer wage obligations."
hr3544-113,,,"The bill awards a Congressional Gold Medal to former OSS members for their service in World War II and does not regulate private employer wage, hour, or benefit obligations."
hr3223-112,,,"The bill concerns the Army Corps of Engineers' management of recreational user fees and facility maintenance, involving no private employer wage, hour, or benefit obligations."
s3645-111,,,"The bill establishes an awards program for public school employees, which involves government entities rather than private employers, and does not regulate wage, hour, or benefit obligations."
s3057-114,,,"The bill addresses IRS reporting requirements for tax-exempt organizations and does not regulate private employer wage, hour, or benefit obligations under statutes like FLSA, ERISA, or FMLA."
hr2294-112,,,"The bill amends the Social Security Act to adjust government-administered survivor benefits, which does not involve private employer wage, hour, or benefit obligations or misconduct."
hr2640-113,,,"The bill focuses on water resource management, hydropower development, and irrigation contracts in Oregon, containing no provisions related to private employer wage, hour, or benefit obligations."
s1724-113,,,"The bill addresses the equitable application of reinsurance fees under the Affordable Care Act to health insurance issuers and group health plans, rather than regulating private employer misconduct regarding wage, hour, or benefit obligations such as those covered by FLSA, ERISA, or FMLA."
s1805-113,,,"The bill focuses on public land conservation, wilderness designation, and monument establishment in New Mexico, involving no private employer wage, hour, or benefit obligations."
s548-113,,,"The bill addresses sexual assault prevention and prosecution within the U.S. Armed Forces, which involves military personnel and government entities rather than private employer wage, hour, or benefit obligations."
hr3045-114,,,"The bill authorizes federal funding for recycled water infrastructure projects in California and does not address private employer wage, hour, or benefit obligations."
hr3555-114,1.0,Wage Hour & Benefits,"The bill requires contractors and subcontractors on federally-assisted projects to pay laborers and mechanics wages at locally-prevailing rates, directly regulating private employer wage obligations."
s451-116,,,"The bill focuses on environmental protection, toxic substance regulation, and public health risk assessments by the EPA and HHS, rather than private employer wage, hour, or benefit obligations."
s3982-111,,,"The bill addresses liability caps and insurance requirements for passenger rail accidents involving Amtrak, which does not involve private employer wage, hour, or benefit obligations such as minimum wage, overtime, or pension plan management."
hr5166-115,,,"The bill focuses on cybersecurity safeguards and FTC enforcement regarding consumer reporting agencies, which does not involve private employer obligations related to wages, hours, or employee benefits."
hr4983-114,,,"The bill focuses on public health guidelines for prescribing naloxone in federally qualified health centers and Indian Health Service facilities, involving no private employer wage, hour, or benefit obligations."
hr2927-115,1.0,Wage Hour & Benefits,"The bill introduces a tax credit for private employers based on wages paid to apprentices, directly incentivizing wage-related employment practices under the scope of wage and hour issues."
s570-113,,,"The bill focuses on clean energy grants and tax deductions for oil companies, containing no provisions related to private employer wage, hour, or benefit obligations."
s975-114,,,"The bill restricts federal contract awards to inverted domestic corporations based on corporate structure and ownership, rather than regulating private employer wage, hour, or benefit obligations."
s2337-113,,,"The bill addresses burial rights for veterans in national cemeteries administered by the Department of Veterans Affairs, which is a government benefit program and does not involve private employer wage, hour, or benefit obligations."
hr4677-111,1.0,Wage Hour & Benefits,"The bill strengthens protections for private sector employees and retirees by increasing priority claims for unpaid wages and severance, ensuring recovery of pension shortfalls, and requiring consideration of benefit obligations in bankruptcy proceedings, directly addressing employer obligations under wage and benefit laws."
s2990-113,,,"The bill establishes a grant program for state trade and export promotion to support small businesses, which does not involve private employer wage, hour, or benefit obligations."
hr2076-113,,,"The bill directs a review of the Department of Defense's Integrated Disability Evaluation System for military personnel, which involves government administration rather than private employer wage, hour, or benefit obligations."
hr3959-112,,,"The bill suspends tariffs on a specific chemical product and does not address private employer wage, hour, or benefit obligations."
hr4226-113,,,"The bill amends the Federal Credit Union Act regarding the definition of member business loans for residential properties, which relates to housing finance and credit markets rather than private employer wage, hour, or benefit obligations."
s2856-113,,,"The bill modifies tax credits for renewable energy production facilities and does not address private employer obligations regarding wages, hours, or employee benefits."
s1652-113,,,"The bill regulates energy conservation contracts for Federal agencies, which are government entities, and does not address private employer wage, hour, or benefit obligations."
hr3625-114,1.0,Wage Hour & Benefits,"The bill amends the Black Lung Benefits Act to revise standards for disability benefits and payments to miners and their dependents, which constitutes a regulation of employer-sponsored welfare benefit obligations and compensation for occupational injury."
hr5439-113,,,"The bill directs the EPA to issue health advisories regarding microcystins in drinking water, which is an environmental protection measure unrelated to private employer wage, hour, or benefit obligations."
hr2927-113,,,"The bill addresses tax administration and reporting accuracy for the Affordable Care Act rather than regulating private employer misconduct regarding wage, hour, or benefit obligations."
