bill_id,category_id,category_label,reason
hr2201-115,15,Crowdfunding and small-issuer capital formation,"The bill focuses on exempting 'micro-offerings' from registration requirements, which directly relates to easing capital formation for small issuers, aligning with the goals of crowdfunding and Regulation A+ initiatives."
hr3193-113,6,Dodd-Frank reform / implementation,"The bill directly amends provisions of the Dodd-Frank Act by restructuring the CFPB and altering its relationship with the FSOC, which falls under Dodd-Frank reform and implementation."
s1282-113,10,Glass-Steagall / bank-securities separation,"The bill explicitly aims to reinstate Glass-Steagall Act protections, separating commercial banking from securities activities, which directly falls under the category of Glass-Steagall / bank-securities separation."
s4036-111,6,Dodd-Frank reform / implementation,"The bill revises requirements related to the Temporary Corporate Credit Union Stabilization Fund and references the Dodd-Frank Act, indicating it's related to the implementation and reform of Dodd-Frank provisions."
s2410-114,7,SOX / PCAOB / audit firm oversight,"The bill focuses on disclosure requirements related to cybersecurity expertise on company governing bodies, which falls under the oversight of public company governance and potentially audit committee responsibilities, aligning with the scope of SOX, PCAOB, and audit firm oversight."
s1615-112,6,Dodd-Frank reform / implementation,"The bill focuses on regulatory analysis and justification requirements for financial regulators, which directly relates to the implementation and potential reform of financial regulations like those established by the Dodd-Frank Act."
hr10-115,6,Dodd-Frank reform / implementation,"The bill explicitly focuses on repealing provisions of the Dodd-Frank Act, directly addressing its reform and implementation."
s1367-114,6,Dodd-Frank reform / implementation,"The bill amends existing financial regulations (Federal Home Loan Bank Act and Federal Deposit Insurance Act) and involves oversight of financial institutions, which falls under the scope of Dodd-Frank reform and implementation as it relates to the broader financial system."
s1962-112,7,SOX / PCAOB / audit firm oversight,"The bill directly addresses the Sarbanes-Oxley Act of 2002 and modifies requirements related to internal control reporting and assessment, which falls under the scope of SOX and PCAOB oversight."
hr5592-114,2,"Derivatives, swaps, CFTC regulation","The bill directly addresses regulation of swaps, the Commodity Futures Trading Commission (CFTC), clearing requirements, and penalties for violations related to derivatives, fitting the description of category 2."
hr163-114,5,Federal Reserve audit / transparency,"The bill focuses on increasing transparency by requiring the Federal Reserve to collect and publish data on loan interest rates, which directly relates to Federal Reserve audit and transparency concerns."
hr5386-108,7,SOX / PCAOB / audit firm oversight,"The bill addresses corporate governance through changes to the board of directors of Federal Prison Industries and includes provisions related to business records and financial planning, aligning with the focus of SOX/PCAOB/audit firm oversight on corporate structure and financial accountability."
s2430-103,6,Dodd-Frank reform / implementation,"The bill provides flexibility for depository institutions and their regulators in the wake of a disaster, which can be considered an implementation aspect of existing financial regulations and potentially amends aspects of financial law."
hr5147-107,7,SOX / PCAOB / audit firm oversight,"The bill concerns accounting standards and financial statements, specifically related to stock options, which falls under the purview of the Sarbanes-Oxley Act and the PCAOB's oversight of public company auditors."
s1316-111,9,Banking capital requirements / Basel III,"The bill concerns banking regulation, specifically relating to the establishment of bank branches, which falls under the broader scope of banking capital requirements and operational structures."
hr1699-114,7,SOX / PCAOB / audit firm oversight,"The bill focuses on government contracting procedures, wage rates, and oversight related to Federal Prison Industries, which involves corporate finance and management practices, and could be considered analogous to audit and oversight of a government corporation, similar to the scope of SOX and PCAOB regulations."
hr5060-103,7,SOX / PCAOB / audit firm oversight,"The bill concerns fees collected under the Securities Act of 1933 and relates to the funding of the Securities and Exchange Commission, which falls under the purview of securities regulation and oversight, aligning with the focus of SOX/PCAOB/audit firm oversight as it pertains to public company regulation."
hr4941-111,4,Money laundering / financial crime strategy,"The bill focuses on reporting requirements for the transportation of funds and value, and addresses the criminal enforcement of anti-money laundering (AML) and financial crime strategy related to cash smuggling."
hr2643-114,4,Money laundering / financial crime strategy,"The bill focuses on providing state officials access to criminal history information for financial service providers, which directly relates to anti-money laundering and financial crime strategy by improving background checks and oversight of those in the financial sector."
s3677-110,4,Money laundering / financial crime strategy,"The bill focuses on establishing a task force to investigate and prosecute financial crimes, aligning with the core purpose of anti-money laundering enforcement and financial crime strategy."
hr1049-114,7,SOX / PCAOB / audit firm oversight,"The bill concerns funding for the Securities Investor Protection Corporation (SIPC), which is directly related to the oversight of public company auditors and the integrity of financial markets, falling under the purview of SOX/PCAOB/audit firm oversight."
hr1037-116,4,Money laundering / financial crime strategy,"The bill focuses on reporting financial services provided to sanctioned persons, which directly relates to anti-money laundering (AML) enforcement and financial crime strategy, as sanctioned persons are often involved in illicit finance."
s3129-110,2,"Derivatives, swaps, CFTC regulation","The bill directly regulates commodity exchanges and energy trading, focusing on preventing manipulation and increasing transparency, which falls under the purview of the Commodity Futures Trading Commission (CFTC) and derivatives regulation."
hr1588-112,18,Consumer / predatory mortgage lending,"The bill focuses on disclosures and consumer protections related to rental-purchase agreements, which are a form of financing for consumers acquiring goods, and thus falls under the category of consumer and predatory mortgage lending practices."
s1065-111,7,SOX / PCAOB / audit firm oversight,"The bill amends the Investment Company Act of 1940 and the Employee Retirement Income Security Act of 1974 (ERISA), both of which fall under the purview of financial regulation and audit oversight, aligning with category 7's focus on SOX, PCAOB, and audit firm oversight."
hr3760-115,18,Consumer / predatory mortgage lending,"The bill directly addresses mortgage lending practices and sets interest rate restrictions on consumer credit transactions, aligning with the focus of consumer and predatory mortgage lending protections."
hr5991-114,21,Credit rating agency regulation,"The bill directly addresses the regulation of Nationally Recognized Statistical Rating Organizations (NRSROs), which falls under the category of credit rating agency regulation."
hr595-115,6,Dodd-Frank reform / implementation,"The bill amends the Federal Reserve Act and references Title II of the Dodd-Frank Act, indicating it directly relates to Dodd-Frank reform and implementation."
s298-111,7,SOX / PCAOB / audit firm oversight,"The bill focuses on investigating the causes of the financial crisis and the roles of regulatory bodies like the SEC and rating agencies, which falls under the scope of audit firm oversight and financial regulation related to the Sarbanes-Oxley Act."
hr617-103,7,SOX / PCAOB / audit firm oversight,"The bill focuses on securities regulation, proxy rules, disclosure requirements, and oversight of the SEC, all of which fall under the purview of the Sarbanes-Oxley Act and PCAOB's regulatory framework."
s1557-104,4,Money laundering / financial crime strategy,"The bill focuses on prohibiting economic espionage and protecting proprietary economic information, which falls under the broader scope of financial crime strategy and enforcement, particularly concerning illicit financial activities and protecting U.S. economic interests."
hr1212-111,7,SOX / PCAOB / audit firm oversight,"The bill directly amends the Sarbanes-Oxley Act of 2002 and focuses on the oversight of auditors, specifically the Public Company Accounting Oversight Board (PCAOB) and regulation of public company auditors."
hr4071-107,7,SOX / PCAOB / audit firm oversight,"The bill focuses on extending securities registration and reporting requirements, which directly relates to securities law and oversight, aligning with the category for SOX / PCAOB / audit firm oversight."
hr2104-113,12,Data breach / identity theft / financial privacy,"The bill focuses on the misuse of Social Security numbers, establishing penalties and protections related to identity theft and financial data privacy for consumers."
hr5664-107,19,Corporate bankruptcy: employee and retiree protections,"The bill focuses on fair treatment of employee benefits and pension plans within bankruptcy proceedings, directly addressing employee and retiree protections in the context of corporate collapse."
hr6243-114,4,Money laundering / financial crime strategy,"The bill addresses fraud offenses and financial crimes related to the trafficking of fentanyl, which falls under the scope of financial crime strategy and anti-money laundering efforts."
hr1576-113,5,Federal Reserve audit / transparency,"The bill directly addresses the Federal Reserve's governance structure and monetary policy, specifically focusing on defining the value of the dollar and removing its authority to pay earnings on reserves, which falls under audit and transparency concerns."
hr3461-112,7,SOX / PCAOB / audit firm oversight,"The bill focuses on the fairness and reform of financial institution examinations, including appeals processes and standards, which directly relates to audit oversight and the regulatory framework surrounding financial reporting and compliance, aligning with the scope of SOX, PCAOB, and audit firm oversight."
s2976-113,2,"Derivatives, swaps, CFTC regulation","The bill directly addresses derivatives, swaps, and clarifies clearing requirements under the Commodity Exchange Act and Securities Exchange Act, falling squarely within the scope of derivatives regulation and CFTC regulation."
s1450-104,7,SOX / PCAOB / audit firm oversight,"The bill concerns contracts and corporate reorganizations within the context of bankruptcy, which falls under the broader scope of corporate governance and potentially audit/oversight of financial dealings related to those contracts."
s1280-111,13,TARP oversight and wind-down,"The bill focuses on the oversight and wind-down of the TARP program, specifically establishing a trust to manage TARP recipient assets and liquidating them for taxpayer return, which falls under TARP oversight beyond executive compensation."
hr4256-111,8,Investment company / hedge fund / investment adviser regulation,"The bill concerns Real Estate Investment Trusts (REITs), which are a type of investment company, and modifies their eligibility for grants, directly relating to investment company regulation."
hr5714-112,9,Banking capital requirements / Basel III,"The bill focuses heavily on bank capital requirements, leverage ratios, and asset limits, all of which fall under the scope of Basel III implementation and banking capital regulations."
s906-111,4,Money laundering / financial crime strategy,"The bill focuses on investigating and prosecuting financial fraud targeting seniors, which directly aligns with anti-money laundering and financial crime strategy efforts."
s340-111,13,TARP oversight and wind-down,"The bill focuses on enhancing oversight of the Troubled Asset Relief Program (TARP), specifically granting the Comptroller General broader access to information and records, which falls under TARP oversight beyond executive compensation as defined in category 13."
hr1996-110,6,Dodd-Frank reform / implementation,"The bill addresses the applicability of state laws to national banks and federal savings associations, which relates to the implementation and scope of federal banking regulations and could be considered a reform of existing federal-state relations within the financial sector, falling under the umbrella of Dodd-Frank reform/implementation as it impacts the regulatory landscape."
hr5046-114,4,Money laundering / financial crime strategy,"The bill focuses on addressing the opioid epidemic through grants for law enforcement, substance abuse agencies, and investigating unlawful opioid distribution, which directly relates to financial crime strategy and anti-money laundering efforts given the illicit nature of drug trafficking."
hr4566-115,6,Dodd-Frank reform / implementation,"The bill directly amends the Dodd-Frank Wall Street Reform and Consumer Protection Act by modifying stress test requirements, placing it squarely within the scope of Dodd-Frank reform/implementation legislation."
hr3818-107,7,SOX / PCAOB / audit firm oversight,"The bill focuses heavily on regulation of public auditors, establishing the Public Accounting Regulatory Board (PCAOB), and improving audit quality standards, all of which fall under the scope of SOX/PCAOB/audit firm oversight."
s477-114,1,"Systemic risk / FSOC / ""too big to fail""","The bill directly addresses a program ('Operation Choke Point') aimed at discouraging financial institutions from providing services to a specific industry (firearms dealers and manufacturers), which falls under the broader scope of systemic risk and financial sector regulation."
hr3040-111,4,Money laundering / financial crime strategy,"The bill focuses on preventing and combating mail, telemarketing, and internet fraud targeting seniors, which directly relates to anti-money laundering enforcement and financial crime strategy."
s1245-114,4,Money laundering / financial crime strategy,"The bill addresses financial crimes through restrictions on equipment purchases by law enforcement agencies and data collection related to SWAT team usage, which can be tied to investigations of fraud offenses and financial crimes."
hr2547-113,9,Banking capital requirements / Basel III,"The bill directly addresses bank capital requirements and the implementation of Basel III standards, focusing on the impact on community, mid-size, and regional institutions."
hr6272-109,7,SOX / PCAOB / audit firm oversight,"The bill focuses on empowering the SEC with enhanced enforcement authority, including nationwide subpoena power, which directly relates to the oversight of securities regulation and the functions of the SEC, aligning with the scope of SOX/PCAOB/audit firm oversight."
s452-116,7,SOX / PCAOB / audit firm oversight,"The bill directly amends the Sarbanes-Oxley Act of 2002 and concerns auditor attestation requirements, which falls under the scope of SOX and PCAOB oversight."
hr2531-107,18,Consumer / predatory mortgage lending,"The bill directly addresses predatory mortgage lending practices, TILA reform, and protections for consumers related to mortgage loans, aligning with the focus of category 18."
hr1973-112,4,Money laundering / financial crime strategy,"The bill addresses fraud offenses and financial crimes, specifically prohibiting undisclosed self-dealing by public officials, which falls under the broader scope of financial crime strategy and enforcement."
hr4565-113,15,Crowdfunding and small-issuer capital formation,"The bill focuses on increasing capital formation for small companies through changes to securities laws, aligning with the description of crowdfunding and small-issuer capital formation legislation (JOBS Act-related)."
s2794-110,7,SOX / PCAOB / audit firm oversight,"The bill focuses on securities regulation and investor protection, specifically addressing fraudulent marketing practices related to financial investments, which falls under the purview of audit and oversight related to financial practices and standards."
hr4519-115,16,Corporate nonfinancial / ESG disclosure,"The bill directly addresses the repeal of disclosure requirements related to resource extraction, which falls under the category of corporate nonfinancial/ESG disclosure as it concerns information beyond traditional financial metrics."
hr2940-112,15,Crowdfunding and small-issuer capital formation,"The bill focuses on easing capital formation for small issuers by removing restrictions on general solicitation under Regulation D, which is directly related to crowdfunding and small-issuer capital formation."
hr4934-111,7,SOX / PCAOB / audit firm oversight,"The bill concerns guidance issued by the Securities and Exchange Commission (SEC), which falls under the purview of securities regulation and potentially audit firm oversight due to the impact of disclosure requirements on financial reporting."
hr4855-114,15,Crowdfunding and small-issuer capital formation,"The bill directly addresses regulation crowdfunding, increasing the dollar amount limit and clarifying requirements for funding portals, which falls under the category of easing capital formation for small issuers related to the JOBS Act."
hr4538-114,4,Money laundering / financial crime strategy,"The bill focuses on the reporting of suspected financial exploitation of senior citizens, which directly relates to financial crime strategy and anti-money laundering efforts, as exploitation is often a precursor to financial crimes."
hr333-107,19,Corporate bankruptcy: employee and retiree protections,"The bill focuses heavily on bankruptcy reform, specifically addressing employee and retiree protections through provisions related to disposable income, special allowances for health insurance, and dismissal of cases for debtors convicted of crimes, impacting claims for domestic support obligations and potentially pension beneficiaries."
hr2119-105,5,Federal Reserve audit / transparency,"The bill focuses on auditing the Federal Reserve System and increasing transparency through annual reporting requirements to Congress, directly aligning with the category of Federal Reserve audit / transparency."
s418-109,7,SOX / PCAOB / audit firm oversight,"The bill focuses on regulating investment companies, investment advisers, and securities sales practices, particularly concerning disclosures and registration requirements, which directly relates to the oversight of public company auditors and securities regulation under SOX/PCAOB."
hr605-110,4,Money laundering / financial crime strategy,"The bill focuses on combating fraud, specifically telemarketing fraud targeting seniors, which falls under the umbrella of financial crime strategy and anti-money laundering enforcement as it aims to protect vulnerable individuals from financial exploitation."
hr3312-115,6,Dodd-Frank reform / implementation,"The bill directly amends the Dodd-Frank Act regarding enhanced supervision of bank holding companies, making it fall under Dodd-Frank reform/implementation legislation."
s524-107,5,Federal Reserve audit / transparency,"The bill directly addresses the Federal Reserve System, specifically authorizing interest payments on reserves and reforming reserve requirements, which falls under the purview of Federal Reserve audit/transparency and governance structure."
hr1480-104,1,"Systemic risk / FSOC / ""too big to fail""","The bill addresses the stabilization of a deposit insurance fund (SAIF) and involves bank capital, failures, and the role of the FDIC, which are all core elements of systemic risk management and financial sector stability."
hr4804-114,4,Money laundering / financial crime strategy,"The bill addresses malicious and false threats made to trigger law enforcement responses, which falls under the scope of financial crime strategy and anti-money laundering enforcement as swatting can be used to disrupt financial institutions or be part of broader criminal activity."
hr4866-109,18,Consumer / predatory mortgage lending,"The bill contains significant provisions related to mortgage lending practices, Truth in Lending Act reform, counseling requirements, and predatory lending protections, all falling under the scope of consumer and predatory mortgage lending."
hr1112-113,16,Corporate nonfinancial / ESG disclosure,"The bill mandates disclosure of expenditures made to influence public opinion, which falls under the scope of corporate nonfinancial disclosure, specifically relating to political spending."
s2306-103,7,SOX / PCAOB / audit firm oversight,"The bill amends the Securities Exchange Act of 1934 and addresses securities fraud, which falls under the purview of the Sarbanes-Oxley Act's focus on audit and corporate responsibility."
hr1481-104,9,Banking capital requirements / Basel III,"The bill focuses on deposit insurance fund management, assessment rates, reserve ratios, and the transfer of funds between insurance funds, all of which relate to bank capital requirements and financial stability."
hr1161-106,6,Dodd-Frank reform / implementation,"The bill amends banking and bankruptcy laws related to financial contracts, specifically addressing the treatment of these contracts in the event of a bank failure, which falls under the scope of Dodd-Frank reform and implementation as it concerns systemic risk and financial stability."
s1111-114,2,"Derivatives, swaps, CFTC regulation","The bill directly addresses swaps, specifically utility operations-related swaps, and focuses on regulation of the Commodity Futures Trading Commission (CFTC) regarding their designation and reporting requirements."
hr290-104,7,SOX / PCAOB / audit firm oversight,"The bill focuses on bank directors, accounting, and prohibiting outside counsel/accountants from serving on boards, which directly relates to audit firm oversight and the Sarbanes-Oxley Act's emphasis on corporate governance and independence."
hr4393-105,6,Dodd-Frank reform / implementation,"The bill amends banking and bankruptcy laws related to financial contracts, specifically addressing the treatment of these contracts in the event of a bank failure, which falls under the scope of Dodd-Frank reform and implementation as it concerns systemic risk and financial stability."
hr1185-109,9,Banking capital requirements / Basel III,"The bill focuses on reforming the Federal Deposit Insurance System, including changes to bank capital, reserve requirements, risk assessments, and assessment rates, all of which fall under the purview of banking capital requirements and Basel III standards."
hr3329-113,6,Dodd-Frank reform / implementation,"The bill directly relates to the implementation of the Dodd-Frank Act by modifying capital requirements for smaller bank holding companies, which falls under Dodd-Frank reform/implementation."
hjres41-115,6,Dodd-Frank reform / implementation,"The bill directly addresses a rule mandated by the Dodd-Frank Act and seeks to nullify it, making it legislation related to Dodd-Frank reform/implementation."
hr3474-103,6,Dodd-Frank reform / implementation,"The bill's title and summary indicate it aims to improve and reform various aspects of financial institutions and consumer protection, which aligns with the broad scope of Dodd-Frank reform and implementation, even though it predates Dodd-Frank and is focused on earlier regulatory adjustments."
hr6204-112,8,Investment company / hedge fund / investment adviser regulation,"The bill directly amends the Investment Advisers Act of 1940 and focuses on the regulation of investment advisers, falling squarely within the scope of category 8."
hr1475-104,6,Dodd-Frank reform / implementation,"This bill directly implements changes to the Federal Deposit Insurance Act, merging funds and altering assessment schedules, which falls under the broader scope of Dodd-Frank reform/implementation as it restructures financial regulations."
hr4364-105,6,Dodd-Frank reform / implementation,"The bill focuses on streamlining regulations for depository institutions and making technical corrections to existing financial laws, which falls under the scope of Dodd-Frank reform and implementation as it addresses the regulatory framework established by prior financial legislation."
hr2972-104,7,SOX / PCAOB / audit firm oversight,"The bill focuses on the funding and fee structure of the Securities and Exchange Commission (SEC), which is directly related to the regulation of public companies and the oversight of auditors, falling under the purview of Sarbanes-Oxley and PCAOB responsibilities."
s1389-111,14,Insurance regulation,"The bill directly addresses insurance regulation, specifically focusing on the exemption of certain annuity contracts from federal securities regulation and referencing the National Association of Insurance Commissioners, which is a key body in insurance oversight."
hr3579-108,8,Investment company / hedge fund / investment adviser regulation,"The bill focuses on regulations pertaining to credit unions, including investments, loans, mergers, and net worth requirements, which fall under the regulation of investment companies and investment advisers."
hr2084-114,4,Money laundering / financial crime strategy,"The bill addresses tax-related crimes in connection with identity theft and fraud offenses, which falls under the scope of financial crime strategy and anti-money laundering enforcement."
s3373-114,9,Banking capital requirements / Basel III,"The bill concerns the liabilities of insured depository institutions and relates to capital requirements by setting a limit on reciprocal deposits, which impacts a bank's financial standing and is therefore related to banking capital requirements."
hr710-111,9,Banking capital requirements / Basel III,"The bill focuses on securing Tier 1 capital for banks through preferred stock investments, directly relating to bank capital requirements and the TARP Capital Purchase Program, which is a key aspect of bank capital regulation."
hr3990-113,12,Data breach / identity theft / financial privacy,"The bill focuses on identity theft prevention, data breach notification, and financial data privacy protections for consumers, directly aligning with the description of category 12."
hr1489-112,10,Glass-Steagall / bank-securities separation,"The bill explicitly aims to reinstate the separation between commercial banking and securities activities, referencing and reviving the Glass-Steagall Act, which directly addresses bank-securities separation."
s780-115,4,Money laundering / financial crime strategy,"The bill addresses financial services for marijuana-related businesses, protections for depository institutions providing those services, and eliminating restrictions related to financial crimes, all of which fall under the scope of money laundering/financial crime strategy."
s89-114,6,Dodd-Frank reform / implementation,"The bill explicitly aims to repeal the Dodd-Frank Wall Street Reform and Consumer Protection Act, directly addressing the core subject matter of category 6."
hr913-109,7,SOX / PCAOB / audit firm oversight,"The bill focuses on enhanced disclosures of employee stock options and related accounting standards, which directly relates to financial statements, the SEC, and audit requirements, falling under the purview of SOX/PCAOB/audit firm oversight."
hr3110-115,6,Dodd-Frank reform / implementation,"The bill directly amends the Financial Stability Act of 2010, which is the formal name of the Dodd-Frank Act, indicating it falls under Dodd-Frank reform/implementation legislation."
s642-115,4,Money laundering / financial crime strategy,"The bill addresses civil forfeiture, structuring financial transactions to evade reporting requirements, and the use of seized property in connection with financial crimes, all of which fall under the umbrella of money laundering and financial crime strategy."
hr418-114,16,Corporate nonfinancial / ESG disclosure,"The bill mandates disclosure of corporate political spending, which falls under the category of non-financial disclosure requirements for public companies."
hr3555-115,7,SOX / PCAOB / audit firm oversight,"The bill concerns regulations under the Securities Exchange Act of 1934 and directs the SEC to interpret a term related to exchange facilities, which falls under the oversight of the PCAOB and SOX's broader framework of audit and securities regulation."
hr1611-115,11,Shareholder rights / corporate governance,"The bill focuses on increasing gender diversity on corporate boards and requires disclosures to shareholders regarding board composition, which directly relates to corporate governance and shareholder rights."
hr2264-112,4,Money laundering / financial crime strategy,"The bill focuses on preventing the smuggling of drugs and humans, which are considered financial crimes, and specifically includes provisions to make tunnel construction a predicate offense for money laundering violations."
s513-111,5,Federal Reserve audit / transparency,"The bill explicitly focuses on requiring the Federal Reserve to publish information about its financial assistance programs, directly addressing Federal Reserve audit and transparency concerns."
hr2864-115,15,Crowdfunding and small-issuer capital formation,"The bill focuses on easing capital formation for smaller issuers by modifying Regulation A+, which is a key component of the JOBS Act related to crowdfunding and small-issuer capital formation."
s2373-112,7,SOX / PCAOB / audit firm oversight,"The bill focuses on SEC regulations, regulatory procedures, and improving the quality of regulations, which aligns with the oversight of the PCAOB and the Sarbanes-Oxley Act's goals of improving corporate financial reporting and audit quality."
hr6086-111,6,Dodd-Frank reform / implementation,"The bill directly amends provisions of the Dodd-Frank Act by repealing prohibitions on FOIA requests for SEC records, making it a Dodd-Frank reform/implementation measure."
s1614-114,4,Money laundering / financial crime strategy,"The bill focuses on fraud offenses and financial crimes related to guardianship and conservatorship, which falls under the umbrella of financial crime strategy and prevention of elder abuse."
s753-106,6,Dodd-Frank reform / implementation,"The bill explicitly amends the Banking Act of 1933 (Glass-Steagall Act) and the Bank Holding Company Act of 1956, which are core components of the Dodd-Frank Act's regulatory framework and represents a significant reform of financial regulations."
hr2550-103,7,SOX / PCAOB / audit firm oversight,"The bill reorganizes financial regulatory bodies (CFTC and SEC) into a single commission, which inherently involves oversight of securities regulation, public company reporting, and related areas falling under the purview of the Sarbanes-Oxley Act and PCAOB."
hr59-103,6,Dodd-Frank reform / implementation,"The bill focuses on reducing the regulatory burden on depository institutions, modifying reporting requirements, and streamlining approval processes, which aligns with the goals of Dodd-Frank reform and implementation by addressing financial regulations."
hr4846-107,7,SOX / PCAOB / audit firm oversight,"The bill includes provisions for audits, financial statements, and reporting requirements related to the United States Mint Public Enterprise Fund, which falls under the broader scope of government oversight and financial reporting similar to SOX and PCAOB regulations."
hr2682-112,2,"Derivatives, swaps, CFTC regulation","The bill directly addresses regulation of swaps, margin requirements, and the Commodity Futures Trading Commission (CFTC), which falls under the Derivatives, swaps, CFTC regulation category."
hr4097-106,4,Money laundering / financial crime strategy,"The bill addresses the theft of materials used in the production of government securities, which directly relates to financial crime and the potential for counterfeiting, thus falling under the scope of money laundering/financial crime strategy."
hr3320-106,12,Data breach / identity theft / financial privacy,"The bill directly addresses consumer financial privacy, data sharing practices of financial institutions, and access to personal information, all of which fall under the scope of data breach/identity theft/financial privacy protections."
hr3550-111,7,SOX / PCAOB / audit firm oversight,"The bill amends securities laws and focuses on penalties for violations, specifically related to fraud offenses and financial crimes, which aligns with the scope of the Sarbanes-Oxley Act and PCAOB oversight of financial reporting and auditor responsibilities."
hr2818-113,4,Money laundering / financial crime strategy,"The bill focuses on surveillance powers and restrictions on government access to information, which directly relates to preventing fraud offenses and financial crimes by limiting the ability to secretly gather data that could be used for illicit purposes."
hr5322-114,8,Investment company / hedge fund / investment adviser regulation,"The bill directly addresses regulation of investment companies under the Investment Company Act of 1940, specifically focusing on companies located in U.S. territories."
s1405-105,6,Dodd-Frank reform / implementation,"The bill explicitly aims for 'regulatory reform in financial institution management and activities' and streamlines agency actions, indicating a focus on amending and reforming existing financial regulations, which aligns with the scope of Dodd-Frank reform/implementation even though it predates Dodd-Frank, it's a similar goal of regulatory adjustment."
s1933-107,7,SOX / PCAOB / audit firm oversight,"The bill directly addresses liability standards in securities litigation, auditing, and corporate governance, all of which fall under the purview of the Sarbanes-Oxley Act and PCAOB oversight."
s2153-105,5,Federal Reserve audit / transparency,"The bill focuses on auditing the Federal Reserve, increasing transparency through reporting requirements, and reforming its governance structure by requiring appropriations for expenditures, aligning closely with the description of Category 5."
s1927-113,12,Data breach / identity theft / financial privacy,"The bill explicitly focuses on protecting consumer information, requiring data breach notification, and addressing identity theft prevention, which directly aligns with the Data breach / identity theft / financial privacy category."
hr21-108,23,Internet gambling payment enforcement,"The bill explicitly addresses the Unlawful Internet Gambling Enforcement Act (UIGEA) framework and payment processing restrictions on online gambling, directly aligning with category 23."
hr2219-115,4,Money laundering / financial crime strategy,"The bill focuses on anti-money laundering programs and financial crime strategy specifically targeting human trafficking, which falls directly under the scope of legislation on financial crime enforcement."
hr3903-115,15,Crowdfunding and small-issuer capital formation,"The bill focuses on easing capital formation for issuers by expanding the use of 'testing the waters' and confidential draft registration submissions, which are mechanisms related to initial public offerings and small-issuer funding, aligning with the goals of crowdfunding and small-issuer capital formation legislation."
hr5283-114,4,Money laundering / financial crime strategy,"The bill addresses financial crimes through revisions to federal civil forfeiture procedures, including auditing and database establishment related to seizures, which falls under the umbrella of financial crime strategy and enforcement."
s690-108,11,Shareholder rights / corporate governance,"The bill focuses on shareholder approval of stock option plans, vesting periods, and disclosure requirements related to executive compensation, all of which fall under the umbrella of shareholder rights and corporate governance."
s3569-112,4,Money laundering / financial crime strategy,"The bill focuses on improving the enforcement of criminal and civil law related to cloud computing, which includes addressing fraud offenses and financial crimes, aligning with the focus of anti-money laundering and financial crime strategy."
hr1900-105,7,SOX / PCAOB / audit firm oversight,"The bill focuses on regulations pertaining to the sales practices of financial products, sales personnel qualifications, and consumer complaint resolution, which aligns with the oversight of financial firms and their adherence to standards like those enforced by the PCAOB and SOX."
s2724-107,2,"Derivatives, swaps, CFTC regulation","The bill focuses on regulating energy and metal commodity trading markets, specifically addressing futures trading, derivatives regulation, market manipulation, and CFTC oversight, which directly falls under the scope of derivatives, swaps, and CFTC regulation."
s1799-113,7,SOX / PCAOB / audit firm oversight,"The bill includes provisions for audits of grant recipients and requirements for nonprofit organizations regarding compensation, which fall under accounting and auditing practices and oversight similar to those addressed by the Sarbanes-Oxley Act and PCAOB regulations."
hr1119-113,11,Shareholder rights / corporate governance,"The bill directly addresses corporate finance related to political campaign spending and restricts access to federal financing based on such spending, which falls under the umbrella of corporate governance and shareholder rights by attempting to influence corporate behavior regarding political activities."
s534-115,4,Money laundering / financial crime strategy,"The bill includes provisions related to fraud offenses and financial crimes, specifically revising civil remedy provisions for victims of human trafficking offenses and federal sex offenses, which fall under the umbrella of financial crime strategy and enforcement."
hr1114-108,7,SOX / PCAOB / audit firm oversight,"The bill focuses on establishing procedures for resolving claims and managing a compensation fund, which involves administrative law judges, evidence, court records, and legal fees, all of which fall under the purview of audit firm oversight and related legal processes."
hr6810-115,4,Money laundering / financial crime strategy,"The bill includes provisions related to 'fraud offenses and financial crimes' by criminalizing the fraudulent display of a revoked Presidential Medal of Freedom, which falls under the broader scope of financial crime strategy and enforcement."
hr2076-114,4,Money laundering / financial crime strategy,"The bill focuses on providing safe harbor for financial institutions serving marijuana-related businesses and addresses suspicious activity reporting requirements, which directly relates to anti-money laundering and financial crime strategy."
s143-107,7,SOX / PCAOB / audit firm oversight,"The bill directly addresses fees related to the Securities and Exchange Commission, modifies filing requirements under securities laws, and concerns oversight of the SEC, all of which fall under the purview of SOX, PCAOB, and audit firm oversight."
hr725-115,7,SOX / PCAOB / audit firm oversight,"The bill concerns fraudulent joinder in federal court, which relates to the integrity of pleadings and evidence presented in civil actions, impacting the judicial process and potentially uncovering issues with audit trails and financial reporting, aligning with the broader scope of SOX and PCAOB oversight."
s3-111,6,Dodd-Frank reform / implementation,"The bill explicitly mentions reforming the financial regulatory system and strengthening systemic-risk regulation, which are core components of the Dodd-Frank Act and its implementation."
hr1067-115,4,Money laundering / financial crime strategy,"The bill focuses on utilizing funds from forfeited drug seizures, which are derived from financial crimes like drug trafficking and aims to increase border security by targeting illicit finance, aligning with the focus of anti-money laundering and financial crime strategy."
hr2356-114,8,Investment company / hedge fund / investment adviser regulation,"The bill concerns research reports related to investment funds, which falls under the regulation of investment companies and investment advisers."
hr7266-110,2,"Derivatives, swaps, CFTC regulation","The bill explicitly focuses on regulating derivatives dealers and hedge funds, clearing and reporting requirements, and granting the CFTC (through the SEC in this case) jurisdiction over derivatives markets, aligning with the description of category 2."
