bill_id,relevant,confidence,reason,captured_by_keyword
hr6325-109,True,high,"The bill directly addresses requirements for audited financial statements as a condition for receiving funds, which falls under corporate financial reporting and accountability.",True
s1356-110,True,high,"The bill directly regulates bank holding companies, including requirements for registration, reporting, examinations, capital adequacy, and enforcement actions related to their financial condition and control of subsidiary banks, which falls under corporate financial conduct.",True
hr3594-111,True,high,"The bill directly addresses the management and liquidation of assets held by companies receiving funds under the Troubled Asset Relief Program (TARP), which involves the transfer of equity and voting rights – a key aspect of corporate finance and management tied to financial reporting and investment return.",True
hr3492-106,False,high,"Although the bill mentions 'financial statements' as a subject, its primary focus is on clarifying debt collection practices for mortgage servicers under the Fair Debt Collection Practices Act, not on regulating corporate financial conduct related to securities, accounting, or broader financial reporting.",False
s821-116,False,high,"While the bill concerns banking and financial institutions, its focus is on preventing discrimination in access to financial services based on reputational risk, not on regulating corporate financial conduct like securities fraud, disclosure, or market regulation.",False
s2591-114,True,high,"The bill directly addresses securities fraud and accounting fraud through whistleblower protections and incentives related to reporting violations to the SEC and CFTC, and revises the Financial Institutions Anti-Fraud Enforcement Act of 1990.",False
hr2905-106,True,high,"The bill directly addresses financial institutions' recordkeeping and reporting requirements related to suspicious transactions, specifically including registered brokers and dealers under securities regulation, and aims to prevent money laundering, which often involves illicit financial conduct.",False
hr4098-107,True,high,"The bill directly addresses securities fraud, accounting fraud, corporate financial disclosure (through record-keeping requirements for accountants), and whistleblower protection in publicly traded companies, all of which fall under the regulation of corporate financial conduct.",True
s1225-111,True,high,"The bill directly addresses manipulation in energy contract markets and imposes strict position limits on participants trading those contracts, which falls under the regulation of financial instruments and market conduct.",False
hr5211-114,False,high,"While the bill concerns financial services and investments, it focuses on competition within consumer financial markets and the CFPB's regulatory approach to those markets, not on corporate financial conduct like securities fraud, disclosure, or the regulation of securities themselves.",False
hr4191-112,False,high,"The bill focuses on improving small business lending through credit unions and the SBA, primarily addressing loan programs and administrative procedures, not corporate financial conduct, securities regulation, or SEC powers.",False
hr2622-115,True,high,"The bill directly regulates financial institutions by revising the Treasury's authority to issue geographic targeting orders with expanded recordkeeping and reporting requirements related to financial transactions, which falls under corporate financial conduct and potential fraud offenses.",False
hr5118-107,True,high,"The bill directly addresses securities fraud, accounting fraud, corporate financial disclosure (through officer certification requirements), SEC powers (through injunction authority and barring individuals from serving as officers/directors), and penalties for related offenses.",True
s183-108,True,high,"The bill directly expands the SEC's authority to impose civil penalties for securities violations and increases those penalties, and it grants the SEC subpoena power over financial records related to investigations, both of which directly regulate corporate financial conduct.",True
hr5410-108,True,high,"The bill directly regulates the availability of funds deposited into consumer checking accounts, impacting how banks handle financial statements and debiting of checks, which falls under corporate financial conduct related to deposit accounts.",False
hr1553-111,True,high,"The bill directly regulates corporate finance and management related to the takeover of financial institutions, specifically mutual savings associations, and provides them with civil remedies, which falls under the scope of corporate financial conduct regulation.",False
hr6038-111,True,high,"The bill directly instructs the SEC to adopt data standards for a wide range of corporate reports, proxy materials, security-based swap transactions, asset-backed securities disclosures, and registration statements, which falls squarely within the scope of corporate financial disclosure and transparency requirements and regulation of securities markets.",True
s1465-113,True,high,"The bill directly addresses corporate finance and management by requiring disclosure of beneficial owners to prevent misuse of corporations for criminal activity, including fraud offenses and financial crimes, and imposes penalties for false information, thus regulating corporate financial conduct.",True
s3920-111,True,high,"The bill directly addresses security threats and vulnerabilities to U.S. financial markets and economic recovery, requiring a commission to make legislative recommendations to address these concerns, which falls under the scope of regulating corporate financial conduct.",False
s3004-111,True,high,"The bill amends the Securities Exchange Act of 1934 to require disclosure of political expenditures by publicly traded companies to shareholders, directly impacting corporate financial disclosure and potentially influencing corporate governance related to financial reporting and use of corporate funds.",False
hr4618-109,True,high,"The bill directly addresses the powers and procedures of the SEC regarding inspections and examinations of registered entities, which is central to enforcing securities regulation and uncovering potential financial misconduct.",False
hr4490-106,False,high,"The bill focuses on expanding access to financial services for low-income individuals and does not directly address corporate financial conduct, securities regulation, or the SEC.",True
s1568-109,True,high,"The bill directly amends the Sarbanes-Oxley Act of 2002 to exempt smaller depository institutions from internal controls assessment requirements, and includes multiple provisions related to financial statements and securities regulation, directly impacting corporate financial conduct.",True
s422-103,True,high,"The bill directly addresses securities fraud, financial disclosure, and SEC regulation through provisions concerning government securities transactions, broker/dealer recordkeeping, market manipulation, and transparency requirements.",False
s1054-112,True,high,"The bill directly addresses 'fraud offenses and financial crimes' within bankruptcy proceedings and establishes remedies and audit procedures for 'negligent, reckless, or fraudulent assertion of claim,' which impacts the accuracy of corporate financial reporting to bankruptcy courts.",False
hr5113-109,True,high,"The bill directly regulates executive compensation in corporate bankruptcies and requires court approval of insider compensation, impacting corporate financial conduct tied to reorganization plans.",True
hr6126-114,True,high,"The bill directly expands corporate financial disclosure requirements by mandating the reporting of total corporate taxes paid, which is tied to financial reporting and transparency.",True
s556-112,True,high,"The bill directly modifies the registration thresholds for securities, impacting the requirements for companies (including banks and bank holding companies) to register with the SEC, which falls under the regulation of securities markets and financial instruments.",True
s1801-103,True,high,"The bill directly addresses insider trading rules in the context of mutual depository institution conversions, restricts insider transactions, regulates information disclosure related to these conversions, and concerns executive compensation tied to the conversion process.",False
s226-110,True,high,"The bill directly addresses settlements relating to 'major fraud or false claims against the United States,' which, while not exclusively corporate, encompasses financial misconduct that could involve corporate entities and their financial dealings with the government.",True
s1579-115,False,high,"The bill focuses on establishing advisory boards within the Consumer Financial Protection Bureau, primarily concerning consumer credit and small business financial products/services, and does not directly address corporate financial conduct, securities regulation, or the SEC.",False
s3052-111,True,high,"The bill directly regulates financial companies through assessments to fund systemic stabilization and resolution, impacting their financial obligations and the financial system as a whole, and references 'securities' as a subject matter.",False
hr3981-114,True,high,"The bill imposes criminal and civil penalties for tax fraud, restricts the use of prepaid debit cards for refunds, enhances IRS authority over tax return preparers, and addresses the unauthorized disclosure of taxpayer information, all of which relate to financial conduct and potential fraud within the tax system.",True
hr3468-112,True,high,"The bill explicitly addresses 'fraud offenses and financial crimes' in connection with trafficking counterfeit drugs, indicating a direct regulation of financial conduct related to illegal activity.",False
hr2096-110,True,high,"The bill directly addresses requirements for 'periodic statements of account' which fall under corporate financial disclosure and transparency, even though its stated purpose focuses on consumer choice.",False
hr2357-114,True,high,"The bill directly addresses securities registration requirements (Form S-3 and Regulation D), exemptions from registration, and disclosure rules related to securities offerings, all of which fall under the regulation of corporate financial conduct.",False
hr1965-112,True,high,"The bill directly amends securities laws regarding shareholder registration thresholds, registration requirements for banks and bank holding companies, and reporting requirements, all of which fall under the regulation of corporate financial conduct and SEC powers.",True
s1724-111,True,high,"The bill directly addresses crimes involving purposeful misrepresentations in financial statements, appraisals, and other financial documents related to real estate transactions, which falls under the scope of financial crimes and potential securities/accounting fraud.",True
hr3641-116,True,high,"The bill directly increases civil penalties for securities laws violations and expands penalties based on prior fraud convictions or SEC actions, thus regulating corporate financial conduct.",True
hr2515-103,True,high,"The bill directly addresses securities regulation by modifying the rules governing unlisted trading privileges and the SEC's oversight of national securities exchanges, impacting how corporate securities are traded.",True
hr4097-103,True,high,"The bill directly regulates investments by insured depository institutions and the permissible activities of their service corporations, impacting financial services and potentially financial reporting/governance related to those investments.",False
s844-106,False,high,"The bill focuses on liability protections for businesses loaning vehicles to nonprofits and does not address corporate financial conduct, securities regulations, or the SEC.",False
s114-104,True,high,"The bill directly addresses corporate financial conduct by authorizing the SEC to require greater disclosure by municipalities issuing securities, which falls under securities regulation and transparency requirements.",False
s2270-114,True,high,"The bill includes provisions prohibiting the fraudulent collection of geolocation information, which falls under the category of 'fraud offenses and financial crimes' and addresses potential financial harm related to the misuse of such data.",False
hr5924-111,True,high,"The bill directly impacts the SEC's disclosure requirements regarding materials submitted under key securities laws (Securities Exchange Act of 1934, Investment Advisers Act of 1940, and Investment Company Act of 1940), which are central to corporate financial reporting and transparency.",False
hr2987-114,True,high,"The bill directly addresses capital requirements for depository institution holding companies, which are tied to financial reporting and the calculation of actual capital, impacting their financial stability and regulatory compliance.",False
s1663-106,True,high,"The bill revises Federal law with respect to immunity from civil liability for disclosures of suspicious monetary transactions by financial institutions and extends this immunity to independent accountants who audit them, and specifically addresses securities regulation while prohibiting notification of disclosures, directly impacting corporate financial conduct and reporting.",True
s240-104,True,high,"The bill directly addresses securities fraud, accounting fraud, corporate financial disclosure, and the powers of the SEC, with provisions concerning litigation standards, auditor responsibilities, and penalties for violations of securities laws.",True
hr5892-113,True,high,"The bill directly addresses the regulation of a financial instrument (cryptocurrency) and seeks to exempt it from existing financial regulations, impacting financial disclosure, taxation, and the jurisdiction of financial agencies like the IRS.",True
s961-114,True,high,"Although primarily focused on data security and breach notification, the bill explicitly includes the SEC as an enforcement agency and addresses financial harm resulting from violations, directly impacting corporate financial conduct and potential liabilities related to data breaches affecting financial accounts.",False
hr1447-110,True,high,"The bill directly regulates the reporting requirements for currency transactions by financial institutions, which falls under the umbrella of corporate financial conduct and potential money laundering prevention.",True
hr2965-109,True,high,"The bill directly addresses 'corporate finance' and 'financial statements' as subjects, and extensively revises procurement policies and reporting requirements for Federal Prison Industries, a government corporation, impacting its financial operations and interactions with government contractors.",True
hr3428-111,True,high,"The bill directly relates to the Troubled Asset Relief Program (TARP), which involved government intervention in the financial sector to stabilize institutions facing financial crisis, impacting corporate financial conduct and the use of federal funds related to financial stability.",False
hr4450-114,True,high,"The bill directly addresses corporate finance and management by requiring disclosure of beneficial ownership information for corporations and limited liability companies, aiming to prevent criminal exploitation and assist law enforcement in financial crimes investigations.",True
hr4116-114,False,high,"The bill focuses on the definition of 'deposit broker' within the context of FDIC insurance and well-capitalization requirements for banks, and does not address securities fraud, accounting practices, disclosure, insider trading, or SEC powers.",False
hr1401-112,False,high,"While the bill concerns the Finance and Financial Sector and regulates the Federal Reserve System, it focuses on the governance and appointment process of the Federal Reserve Board and does not directly address corporate financial conduct, securities regulation, or the SEC.",False
hr3032-114,True,high,"The bill directly addresses a reporting requirement of the Securities and Exchange Commission (SEC), specifically concerning its use of legal authority to obtain financial records, which falls under the regulation of corporate financial conduct and SEC powers.",False
s978-114,True,high,"The bill directly addresses Regulation D under the Securities Act of 1933, which governs the private offering of securities, and proposes changes to the rules regarding general solicitation in such offerings.",True
hr5596-114,True,high,"The bill directly amends the Securities Exchange Act of 1934, which governs securities markets and is central to the regulation of corporate financial conduct related to securities issuance.",False
hr595-106,False,high,"While the bill mentions 'financial statements' and 'financial planning' in its subject list, its primary focus is on providing mortgage assistance to homeowners and does not directly regulate corporate financial conduct, securities, or the SEC.",True
s3-105,False,low,parse_error,True
hr5408-111,True,high,"The bill addresses 'fraud offenses and financial crimes' and specifically concerns identity theft, which frequently involves financial harm and can be linked to broader corporate financial misconduct and fraud schemes.",False
hr2652-113,True,high,"The bill directly addresses banking regulation by prohibiting federal regulators from penalizing or discouraging banks from providing financial services to marijuana-related businesses, which impacts the financial sector and how capital is allocated.",False
hr461-109,True,high,"The bill directly amends securities laws (Investment Company Act of 1940, Securities Exchange Act of 1934, and Investment Advisers Act of 1940), tasks the SEC with reporting on broker/dealer sales practices and establishing registration systems, and regulates the sale of investment and insurance products to military personnel, all of which fall under the scope of corporate financial conduct regulation.",False
hr2273-115,True,high,"The bill explicitly addresses 'fraud offenses and financial crimes' in relation to cannabidiol, indicating a direct concern with financial conduct despite its primary focus on drug policy.",False
hr1495-112,True,high,"The bill mandates a full audit of federal gold reserves, which falls under accounting and auditing practices related to government assets and could reveal issues with the security and valuation of these reserves, impacting financial transparency.",False
hr1341-111,True,high,"The bill directly addresses oversight and reporting requirements related to the Troubled Asset Relief Program (TARP), which involved significant government investment in financial institutions and necessitates scrutiny of their financial conduct and use of funds.",False
s1841-114,True,high,"The bill directly addresses the 'liquidation, reorganization, or recapitalization of a covered financial corporation' and includes provisions exempting these corporations from certain 'securities laws,' indicating a focus on corporate financial conduct and potential regulation of securities related to these entities.",True
hr3970-107,True,high,"The bill directly addresses securities fraud and accounting fraud through provisions mandating certification of financial statements by corporate officers, establishing an independent oversight board for accounting firms (INBA) with enforcement authority, and enhancing SEC oversight of auditor independence and financial reporting quality.",True
hr2292-113,True,high,"The bill directly regulates commodities markets trading practices, increases penalties for manipulation and false information related to swaps and commodities, and expands the CFTC's authority, all of which fall under the scope of corporate financial conduct regulation.",False
hr3322-108,True,high,"The bill directly regulates mortgage loan origination, disclosure requirements (including APR and fees), and prohibits deceptive practices related to financial instruments (mortgages), impacting corporate financial conduct within the housing finance sector.",False
s187-106,True,high,"The bill explicitly directs the SEC to issue rules protecting customer financial information and regulates the disclosure of that information by institutions under its jurisdiction, directly addressing corporate financial conduct and privacy related to securities regulation.",False
hr2121-115,True,high,"The bill directly regulates capital adequacy measures (supplementary leverage ratio) for custodial banks, which are financial institutions involved in the holding and safeguarding of financial assets, impacting their financial conduct and reporting requirements.",False
hr3458-115,True,high,"The bill establishes fines and license suspensions/revocations for violations related to the microstamping requirement and alteration of microstamping capability, which falls under 'fraud offenses and financial crimes' as it pertains to intentionally circumventing a federal regulation with potential financial penalties.",False
s1985-107,True,high,"The bill directly addresses securities fraud, specifically focusing on preventing fraudulent activity in microcap stocks and regulating brokers/dealers/advisers who have been sanctioned for securities violations by state or foreign authorities.",False
s1600-112,True,high,"The bill directly amends the Securities Exchange Act of 1934 to alter shareholder registration thresholds for banks and bank holding companies and includes provisions related to the SEC's regulatory authority, indicating a direct impact on corporate financial conduct and securities regulation.",True
hr6225-111,False,high,"The bill solely focuses on terminating the TARP program, which was a financial crisis stabilization measure, and does not address securities fraud, accounting practices, disclosure requirements, insider trading, or SEC powers/reforms.",False
hr4514-114,True,high,"The bill directly addresses financial services and investments, specifically prohibiting legal action against investment companies for divesting from entities based on boycott activities, which impacts corporate financial conduct and investment strategies.",False
hr2990-109,True,high,"The bill directly addresses securities regulation by establishing registration, certification, and oversight requirements for credit rating agencies, including provisions related to conflicts of interest, misuse of non-public information, and enforcement powers for the SEC, all of which impact the accuracy and transparency of financial information provided to investors.",True
s1802-113,True,high,"The bill directly addresses the regulation of 'swaps,' which are financial instruments, and modifies reporting requirements under the Commodity Exchange Act, impacting securities markets and potentially the SEC's oversight of these instruments.",False
s549-114,True,high,"The bill directly concerns the funding of the Securities Investor Protection Corporation (SIPC), which is intrinsically linked to the protection of investors in securities markets and thus relevant to the regulation of corporate financial conduct.",False
hr1131-106,False,high,"The bill focuses on physical security measures at ATMs and bank robberies, primarily concerning criminal prosecution and evidence gathering, and does not address corporate financial conduct, securities regulations, or the SEC.",False
s153-108,True,high,"The bill amends federal criminal code to establish penalties for aggravated identity theft *during and in relation to specified felony violations, including felonies relating to theft from employee benefit plans and various fraud offenses*, directly regulating corporate financial conduct through penalties related to financial fraud.",False
hr4435-111,True,high,"The bill directly regulates corporate financial conduct by tying securities exchange registration to compliance with federal election finance laws, effectively creating a financial disclosure requirement linked to political spending.",False
hr3210-107,True,high,"The bill directly addresses corporate finance through provisions related to insurer participation, financial penalties, and the calculation of insured losses, and it preempts existing insurance contract clauses, impacting the financial obligations of insurance companies.",False
hr11-107,True,high,"The bill directly addresses the treatment of 'qualified financial contracts' in bankruptcy and receivership, impacting the liquidation of securities and the rights of counterparties, and specifically amends the Securities Investor Protection Act of 1971 regarding stays of contract rights.",True
hr3036-113,True,high,"This bill directly relates to the regulation of financial institutions by specifying criteria for enhanced supervision of bank holding companies, which impacts their financial conduct and stability as overseen by the Federal Reserve System.",False
s1815-104,True,high,"The bill directly addresses securities fraud, financial statements, securities regulation, the powers of the SEC, and corporate financial disclosure requirements through multiple titles and sections focused on investment advisers, mutual funds, and broader securities market regulation.",True
hr1824-115,True,high,"The bill includes provisions to create protections for depository institutions providing financial services to marijuana-related businesses and allows those businesses to claim federal tax credits and deductions, directly impacting their financial conduct and access to capital.",True
hr5180-113,True,high,"The bill directly addresses the Financial Stability Oversight Council (FSOC), which has authority over systemic risk and the regulation of nonbank financial companies, impacting the financial sector and potentially influencing corporate financial conduct through prudential standards and supervision.",False
s822-113,True,high,"Section 13 includes provisions regarding grant funding to nonprofit organizations, specifically prohibiting funds to those with offshore accounts to avoid taxes and requiring disclosure of compensation practices, which touches on corporate financial conduct and potential misuse of funds.",False
hr41-110,True,high,"The bill directly addresses bank deposits and fees charged by financial institutions, and requires the Board to survey and report on bank fees and services, impacting the financial conduct of those institutions.",False
hr31-113,True,high,"The bill directly amends the Investment Company Act of 1940 and directs the SEC to revise rules under the Securities Act of 1933 relating to business development companies, impacting securities offerings and financial reporting requirements.",True
hr556-107,True,high,"The bill directly addresses the use of financial instruments and payment systems to facilitate illegal Internet gambling, requiring regulations to prevent restricted transactions and imposing penalties for violations, which falls under the regulation of corporate financial conduct.",True
s1941-112,True,high,"The bill directly modifies the registration thresholds for securities, impacting the requirements for companies (including banks and bank holding companies) to register with the SEC, which falls under the regulation of securities markets and financial instruments.",True
hr2446-113,False,high,"This bill focuses on the structure and funding of the Consumer Financial Protection Bureau, which primarily regulates consumer financial products and services, not corporate financial conduct related to securities, accounting, or financial markets.",False
s3461-114,True,high,"The bill directly addresses SEC fees and assessments related to national securities exchanges and associations, which are core components of securities market regulation and financial conduct.",False
s1185-115,True,high,"The bill includes 'fraud offenses and financial crimes' as a subject and addresses criminal penalties related to the illegal sale and transfer of firearms, which can involve financial transactions and potentially money laundering, thus regulating corporate financial conduct.",False
hr102-114,True,high,"The bill directly addresses corporate misconduct by establishing a database of enforcement actions against corporations, which is tied to financial penalties and impacts corporate finance and management, thus regulating corporate financial conduct.",True
s862-111,False,high,"While the bill concerns financial institutions that received TARP assistance, its primary focus is on debt reduction using repaid funds, not on regulating their financial conduct, securities practices, or the SEC.",False
hr4164-113,True,high,"The bill directly addresses corporate financial disclosure requirements by modifying the use of XBRL for SEC reporting, impacting how smaller public companies report financial statements.",True
s912-111,False,high,"The bill focuses on mortgage loan compensation practices and does not directly address securities fraud, accounting fraud, corporate financial disclosure, insider trading, securities market regulation, SEC powers, or corporate governance tied to financial reporting.",False
hr4293-115,True,high,"The bill directly modifies testing requirements (Comprehensive Capital Analysis and Review and Dodd-Frank Act Stress Tests) applicable to bank holding companies and nonbank financial companies, which are key components of corporate financial conduct regulation and oversight by the Federal Reserve.",False
hr3436-111,True,high,"The bill directly regulates corporate financial conduct by requiring CEOs of financial institutions receiving federal assistance to submit financial disclosures under the Ethics in Government Act, and ties repayment of assistance to compliance with these reporting requirements.",True
hr4125-108,True,high,"The bill directly mandates increased financial disclosure requirements for securities issuers regarding payments to foreign governments, falling under corporate financial disclosure and transparency rules and specifically involving the SEC.",False
hr111-111,False,high,"While the bill regulates financial holding companies and national banks, it specifically focuses on prohibiting them from engaging in *real estate* activities, not on their core financial conduct, securities practices, or financial reporting.",False
hr6308-110,True,high,"The bill directly addresses securities regulation through the SEC's oversight of nationally recognized statistical rating organizations (NSROs) and requires information disclosure related to municipal securities, impacting investor risk assessment and market transparency.",True
hr181-114,True,high,"Section 9 includes a provision requiring disclosure of compensation for officers, directors, and trustees of nonprofit organizations receiving grants, and prohibits organizations with offshore accounts for tax avoidance from receiving grants, which touches on financial conduct and transparency.",False
hr6305-111,True,high,"The bill directly regulates financial institutions by requiring them to report suspicious transactions relevant to possible affinity scams and establishes a civil liability for non-compliance, impacting their financial conduct related to fraud prevention.",False
hr6690-110,True,high,"The bill directly impacts financial markets by redefining the value of the U.S. dollar and directing the Federal Reserve's monetary policy, which inherently affects corporate financial conduct and reporting.",True
hr282-116,True,high,"The bill includes 'fraud offenses and financial crimes' as a subject and addresses 'trafficking in firearms' which can involve financial transactions and record-keeping, potentially falling under corporate financial conduct regulation.",False
hr3426-109,True,high,"The bill directly addresses consumer fraud law and repossession, foreclosure, and collection practices related to national banks and federal savings associations, impacting their financial conduct and potential liability.",False
hr33-112,True,high,"The bill directly addresses exemptions from registration and disclosure requirements under the Securities Act of 1933, which is a core component of corporate financial conduct regulation related to securities offerings.",False
hr3646-112,True,high,"Although primarily focused on product safety and liability, the bill directly addresses reporting requirements and potential legal proceedings against foreign manufacturers, which could involve financial penalties and disclosures related to defective products and recalls, impacting corporate financial conduct.",False
s1916-113,False,high,"Although the bill amends the Dodd-Frank Act and concerns financial institutions, its primary focus is on expanding lending practices in rural communities through a designation process managed by the CFPB, not on regulating corporate financial conduct related to securities, accounting, or governance.",False
s274-108,True,high,"The bill explicitly excludes certain securities claims from federal jurisdiction, indicating a direct connection to corporate financial conduct and the regulation of securities markets.",True
hr3424-107,False,high,"The bill focuses on restricting bank holding companies' involvement in real estate brokerage and management, not on regulating corporate financial conduct related to securities, accounting, disclosure, or the SEC.",False
hr1406-111,True,high,"The bill directly addresses regulation of securities markets (through the uptick rule) and corporate financial disclosure/reporting (through the suspension of mark-to-market accounting), both of which fall under the scope of corporate financial conduct.",False
hr703-103,False,high,"The bill focuses on prison labor programs and does not directly address corporate financial conduct, securities regulation, or the SEC.",False
hr924-115,True,high,"The bill directly addresses the regulatory processes of 'federal financial institutions regulatory agencies' and establishes a review panel for 'material supervisory determinations,' impacting how these agencies oversee and regulate financial institutions, which inherently includes their financial conduct.",False
s860-115,True,high,"The bill modifies requirements for the Office of Juvenile Justice and Delinquency Prevention's (OJJDP) annual report on juveniles in custody, including criteria for evidence-based programs and funding, and includes provisions for internal controls and recoupment of funds from grantees violating OJJDP policies, which relates to financial oversight of programs funded by the federal government.",False
hr6037-112,True,high,"The bill directly addresses capital calculation rules for insured depository institutions, specifically allowing for amortization of loan losses and inclusion of allowances for loan and lease losses, which impacts financial reporting and thus corporate financial conduct.",False
s958-106,True,high,"The bill directly addresses 'qualified financial contracts' and revises guidelines governing their transfers, disaffirmance, and repudiation in the context of failed financial institutions, and specifically mentions 'securities regulation' as a subject, and amends the Securities Investor Protection Act of 1970.",True
hr2009-111,True,high,"The bill directly relates to the financial conduct of institutions that received capital under TARP, a program established in response to a financial crisis and impacting the stability of the financial sector.",False
hr1115-113,True,high,"The bill directly regulates corporate financial conduct by tying securities exchange registration to compliance with campaign finance laws, effectively creating a new disclosure and compliance requirement for corporations seeking to issue securities.",False
s824-113,True,high,"The bill directly regulates corporate financial conduct by imposing disclosure requirements and shareholder authorization for political expenditures, which are tied to the use of corporate funds and overseen by the SEC, impacting corporate governance rules related to financial reporting and potential fiduciary duties.",True
hr2940-105,True,high,"The bill directly addresses restrictions on bank affiliation with securities entities and the ability of personnel to work in both banking and securities roles, impacting the securities industry and corporate financial conduct.",False
s1428-109,True,high,"The bill explicitly references 'Information disclosure (Securities law)' and the 'Securities and Exchange Commission' and requires informing investors of activities that may threaten national security, indicating a focus on corporate financial conduct related to prohibited transactions.",False
hr428-116,True,high,"The bill directly addresses fraud offenses and financial crimes related to virtual currency, which falls under the regulation of financial instruments and potential securities fraud if virtual currencies are treated as securities.",False
hr1714-111,True,high,"The bill directly regulates corporate finance and management practices – specifically, the composition of Board Compensation Committees at financial institutions receiving TARP funds – which is tied to executive and employee compensation and therefore financial reporting and corporate governance.",False
hr4254-111,False,high,"Although the bill concerns financial institutions and the financial crisis, its primary focus is on reducing deposit insurance premiums for community banks and does not directly regulate corporate financial conduct related to securities fraud, disclosure, trading, or SEC powers.",False
hr6659-110,True,high,"The bill directly addresses 'qualified financial contracts' and 'covered bonds' which are securities, and modifies their treatment in the event of a bank receivership, impacting the regulation of securities markets and financial instruments.",False
hr3607-107,True,high,"The bill directly addresses unfair or deceptive practices and fraud in consumer credit transactions, including those secured by dwellings, which falls under the regulation of corporate financial conduct related to lending practices.",False
hr1000-103,False,high,"While the bill concerns financial institutions and loans secured by buildings, its primary focus is on liability related to asbestos management, not corporate financial conduct, securities regulations, or financial reporting.",False
s1907-112,True,high,"The bill directly addresses the disciplinary proceedings of the Public Company Accounting Oversight Board, which oversees auditors of public companies and is central to ensuring accurate financial reporting and preventing accounting fraud.",False
s3009-106,False,high,"Although the bill mentions 'corporations' as a subject, its primary focus is on funding and supporting rural law enforcement agencies and does not directly regulate corporate financial conduct, securities fraud, or related areas.",True
hr2343-105,False,high,"The bill focuses on abolishing a board related to thrift depositor protection and transferring its duties to the Treasury Secretary, with minor amendments to an affordable housing advisory board; it does not directly address securities fraud, corporate financial disclosure, insider trading, securities market regulation, SEC powers, or corporate governance tied to financial reporting.",False
s961-111,True,high,"The bill directly regulates swap agreements, which are financial instruments, and grants the SEC and CFTC broad powers to oversee and regulate them, including imposing disclosure and reporting requirements, thus falling squarely within the scope of corporate financial conduct regulation.",True
hr1060-107,False,high,"While the bill concerns financial statements and financial services, its primary focus is on consumer credit practices related to credit cards, not corporate financial conduct like securities fraud, disclosure, or SEC regulation.",False
hr1339-106,False,high,"The bill focuses on the confidentiality of customer financial information held by depository institutions, which is a consumer protection matter and does not directly address securities fraud, accounting fraud, corporate financial disclosure, insider trading, securities market regulation, SEC powers, or corporate governance tied to financial reporting.",False
s1895-103,True,high,"The bill significantly alters the supervision of depository institutions, including bank examination and financial reporting requirements, by consolidating multiple federal banking agencies into a new Federal Banking Commission, which directly impacts corporate financial conduct.",True
hr1673-111,True,high,"The bill directly regulates compensation practices of companies that received funds under the Troubled Asset Relief Program (TARP), which is tied to corporate financial stability and the use of federal funds related to the 2008 financial crisis.",False
hr5670-115,True,high,"The bill directly regulates corporate financial conduct by mandating disclosure of political expenditures, which falls under corporate financial transparency requirements and is to be enforced through SEC regulations.",False
s255-114,True,high,"The bill directly addresses financial crimes by adding a scienter requirement to the prohibition against structuring financial transactions to evade reporting requirements and increasing the burden of proof for civil forfeiture proceedings, which often involve illicit financial activity.",False
s1063-116,True,high,"The bill directly instructs the SEC to revise rules governing securities offerings and the prohibition on general solicitation, which falls under the regulation of securities markets and financial instruments.",False
hr5948-111,True,high,"The bill directly impacts the financial disclosure requirements of companies submitting materials to the SEC, which falls under corporate financial transparency regulations.",False
hr10-106,False,low,parse_error,True
hr4263-115,True,high,"The bill directly amends the Securities Act of 1933, specifically altering the registration requirements for securities offerings, which falls under the regulation of securities markets and corporate financial conduct.",False
hr4239-105,True,high,"The bill directly addresses 'securities contracts', 'swap agreements', and 'securities regulation', and modifies the powers of the FDIC regarding the transfer and repudiation of financial contracts, impacting corporate financial conduct and the regulation of securities markets.",True
s4041-111,False,high,"Although the bill concerns financial institutions and electronic fund transfers, its primary focus is consumer protection related to prepaid cards and does not directly address corporate financial conduct, securities regulation, or the SEC.",False
hr4970-112,True,high,"The bill contains provisions related to fraud offenses and financial crimes in the context of grant funding, enhanced audit requirements for VAWA grant recipients, and financial record-keeping practices to prevent misuse of funds, directly regulating corporate financial conduct through the management of federal funds.",True
s921-106,True,high,"The bill directly addresses securities regulation by permitting the use of electronic signatures in securities transactions involving broker-dealers, transfer agents, and investment advisers, impacting the conduct of business within the securities industry.",False
s1753-108,True,high,"The bill significantly amends the Fair Credit Reporting Act (FCRA), addressing consumer credit reporting, accuracy of reports, fraud alerts, and disclosures related to credit scores, all of which directly relate to corporate financial conduct and the regulation of financial information.",True
hr299-114,True,high,"The bill amends the Federal Deposit Insurance Act to require private deposit insurers of credit unions that are members of a federal home loan bank to submit audit reports to the Federal Housing Finance Agency, directly addressing financial reporting and oversight related to these institutions.",False
hr1779-111,True,high,"The bill explicitly authorizes funding for the investigation and prosecution of securities fraud and financial institution fraud, directly regulating corporate financial conduct.",True
hr1208-110,True,high,"The bill directly amends the Securities and Exchange Act of 1934 to require improved disclosure of corporate charitable contributions, which falls under corporate financial disclosure requirements and is intended to address potential conflicts of interest related to insider affiliations with charities.",True
hr7190-110,True,high,"The bill directly instructs the SEC to revise fair value accounting standards applicable to financial institutions, which directly impacts corporate financial reporting and disclosure requirements.",True
hr3269-111,True,high,"The bill directly addresses executive compensation practices, golden parachute agreements, SEC regulations regarding compensation committees and consultants, and risk management incentives within financial institutions, all of which fall under the regulation of corporate financial conduct.",False
